Local Time,Measurement,Size (nm),Voltage (V),Sheath Flow,Flowmeter Flow,Corona HV (V)
2025 05 11 17 34 47 +0200, 244 514 29.665218 1 0,30.0,0.18804222222222225,14.03,14.03,4800.0
2025 05 11 17 34 53 +0200, 234 491 28.337324 1 0,30.0,0.18804222222222225,14.21,14.21,4800.0
2025 05 11 17 34 59 +0200, 237 492 28.395130 1 0,30.0,0.18804222222222225,14.15,14.15,4800.0
2025 05 11 17 35 06 +0200, 232 484 27.933220 1 0,30.0,0.18804222222222225,13.6,13.6,4800.0
2025 05 11 17 35 12 +0200, 220 459 26.489889 1 0,30.0,0.18804222222222225,13.92,13.92,4800.0
2025 05 11 17 35 18 +0200, 224 469 27.067192 1 0,30.0,0.18804222222222225,14.23,14.23,4800.0
2025 05 11 17 35 24 +0200, 241 502 28.972462 1 0,30.0,0.18804222222222225,14.03,14.03,4800.0
2025 05 11 17 35 30 +0200, 238 498 28.741489 1 0,30.0,0.18804222222222225,13.83,13.83,4800.0
2025 05 11 17 35 36 +0200, 242 500 28.857048 1 0,30.0,0.18804222222222225,14.07,14.07,4800.0
2025 05 11 17 35 42 +0200, 241 503 29.030186 1 0,30.0,0.18804222222222225,13.93,13.93,4800.0
2025 05 11 17 35 48 +0200, 238 497 28.683767 1 0,30.0,0.18804222222222225,14.05,14.05,4800.0
2025 05 11 17 35 54 +0200, 242 507 29.261103 1 0,30.0,0.18804222222222225,13.82,13.82,4800.0
2025 05 11 17 36 00 +0200, 259 540 31.166485 1 0,30.0,0.18804222222222225,14.05,14.05,4800.0
2025 05 11 17 36 07 +0200, 232 482 27.817778 1 0,30.0,0.18804222222222225,13.82,13.82,4800.0
2025 05 11 17 36 13 +0200, 226 472 27.240408 1 0,30.0,0.18804222222222225,14.19,14.19,4800.0
2025 05 11 17 36 19 +0200, 251 525 30.300381 1 0,30.0,0.18804222222222225,13.99,13.99,4800.0
2025 05 11 17 36 25 +0200, 232 486 28.048660 1 0,30.0,0.18804222222222225,14,14,4800.0
2025 05 11 17 36 31 +0200, 228 476 27.471342 1 0,30.0,0.18804222222222225,13.83,13.83,4800.0
2025 05 11 17 36 37 +0200, 245 512 29.549803 1 0,30.0,0.18804222222222225,14,14,4800.0
2025 05 11 17 36 43 +0200, 238 493 28.452881 1 0,30.0,0.18804222222222225,14.03,14.03,4800.0
2025 05 11 17 36 49 +0200, 252 524 30.242689 1 0,30.0,0.18804222222222225,13.79,13.79,4800.0
2025 05 11 17 36 55 +0200, 225 468 27.009499 1 0,30.0,0.18804222222222225,14.02,14.02,4800.0
2025 05 11 17 37 01 +0200, 234 489 28.221882 1 0,30.0,0.18804222222222225,14.22,14.22,4800.0
2025 05 11 17 37 08 +0200, 234 489 28.221882 1 0,30.0,0.18804222222222225,13.83,13.83,4800.0
2025 05 11 17 37 14 +0200, 250 520 30.011734 1 0,30.0,0.18804222222222225,14.04,14.04,4800.0
2025 05 11 17 37 20 +0200, 242 505 29.145657 1 0,30.0,0.18804222222222225,14.12,14.12,4800.0
2025 05 11 17 37 26 +0200, 240 502 28.972433 1 0,30.0,0.18804222222222225,14.15,14.15,4800.0
2025 05 11 17 37 32 +0200, 242 508 29.318825 1 0,30.0,0.18804222222222225,14.16,14.16,4800.0
2025 05 11 17 37 38 +0200, 241 500 28.857019 1 0,30.0,0.18804222222222225,14.14,14.14,4800.0
2025 05 11 17 37 44 +0200, 252 526 30.358135 1 0,30.0,0.18804222222222225,14.05,14.05,4800.0
2025 05 11 17 37 50 +0200, 221 463 26.720793 1 0,30.0,0.18804222222222225,13.99,13.99,4800.0
2025 05 11 17 37 56 +0200, 261 545 31.455170 1 0,30.0,0.18804222222222225,14.16,14.16,4800.0
2025 05 11 17 38 02 +0200, 252 527 30.415859 1 0,30.0,0.18804222222222225,13.85,13.85,4800.0
2025 05 11 17 38 09 +0200, 235 488 28.164188 1 0,30.0,0.18804222222222225,14.08,14.08,4800.0
2025 05 11 17 38 15 +0200, 220 458 26.432169 1 0,30.0,0.18804222222222225,14.08,14.08,4800.0
2025 05 11 17 38 21 +0200, 247 512 29.549864 1 0,30.0,0.18804222222222225,14.13,14.13,4800.0
2025 05 11 17 38 27 +0200, 244 507 29.261162 1 0,30.0,0.18804222222222225,13.71,13.71,4800.0
2025 05 11 17 38 33 +0200, 241 503 29.030186 1 0,30.0,0.18804222222222225,13.9,13.9,4800.0
2025 05 11 17 38 39 +0200, 255 530 30.589121 1 0,30.0,0.18804222222222225,13.98,13.98,4800.0
2025 05 11 17 38 45 +0200, 256 532 30.704599 1 0,30.0,0.18804222222222225,13.8,13.8,4800.0
2025 05 11 17 38 51 +0200, 260 545 31.455137 1 0,30.0,0.18804222222222225,14.04,14.04,4800.0
2025 05 11 17 38 57 +0200, 243 506 29.203411 1 0,30.0,0.18804222222222225,14.16,14.16,4800.0
2025 05 11 17 39 03 +0200, 236 491 28.337379 1 0,30.0,0.18804222222222225,14.07,14.07,4800.0
2025 05 11 17 39 10 +0200, 241 504 29.087906 1 0,30.0,0.18804222222222225,13.89,13.89,4800.0
2025 05 11 17 39 16 +0200, 271 567 32.725445 1 0,30.0,0.18804222222222225,14,14,4800.0
2025 05 11 17 39 22 +0200, 242 506 29.203381 1 0,30.0,0.18804222222222225,13.92,13.92,4800.0
2025 05 11 17 39 28 +0200, 248 518 29.896231 1 0,30.0,0.18804222222222225,13.9,13.9,4800.0
2025 05 11 17 39 34 +0200, 261 549 31.686069 1 0,30.0,0.18804222222222225,14.18,14.18,4800.0
2025 05 11 17 39 42 +0200, 259 541 31.224209 1 0,50.0,0.3293444444444445,14.09,14.09,4800.0
2025 05 11 17 39 48 +0200, 142 294 16.965284 1 0,50.0,0.3293444444444445,14.06,14.06,4800.0
2025 05 11 17 39 54 +0200, 157 324 18.696873 1 0,50.0,0.3293444444444445,14.19,14.19,4800.0
2025 05 11 17 40 01 +0200, 164 336 19.389547 1 0,50.0,0.3293444444444445,13.99,13.99,4800.0
2025 05 11 17 40 07 +0200, 172 353 20.370825 1 0,50.0,0.3293444444444445,13.97,13.97,4800.0
2025 05 11 17 40 13 +0200, 174 357 20.601721 1 0,50.0,0.3293444444444445,13.89,13.89,4800.0
2025 05 11 17 40 19 +0200, 184 377 21.756216 1 0,50.0,0.3293444444444445,14.09,14.09,4800.0
2025 05 11 17 40 25 +0200, 171 350 20.197664 1 0,50.0,0.3293444444444445,13.88,13.88,4800.0
2025 05 11 17 40 31 +0200, 170 351 20.255358 1 0,50.0,0.3293444444444445,13.79,13.79,4800.0
2025 05 11 17 40 37 +0200, 174 359 20.717146 1 0,50.0,0.3293444444444445,14.19,14.19,4800.0
2025 05 11 17 40 43 +0200, 167 343 19.793594 1 0,50.0,0.3293444444444445,13.75,13.75,4800.0
2025 05 11 17 40 49 +0200, 172 352 20.313112 1 0,50.0,0.3293444444444445,14.05,14.05,4800.0
2025 05 11 17 40 55 +0200, 168 345 19.909040 1 0,50.0,0.3293444444444445,13.96,13.96,4800.0
2025 05 11 17 41 02 +0200, 174 359 20.717146 1 0,50.0,0.3293444444444445,13.84,13.84,4800.0
2025 05 11 17 41 08 +0200, 158 327 18.870026 1 0,50.0,0.3293444444444445,14.03,14.03,4800.0
2025 05 11 17 41 14 +0200, 175 358 20.659454 1 0,50.0,0.3293444444444445,13.97,13.97,4800.0
2025 05 11 17 41 20 +0200, 184 381 21.987074 1 0,50.0,0.3293444444444445,14.08,14.08,4800.0
2025 05 11 17 41 26 +0200, 176 365 21.063471 1 0,50.0,0.3293444444444445,13.99,13.99,4800.0
2025 05 11 17 41 32 +0200, 180 371 21.409842 1 0,50.0,0.3293444444444445,13.57,13.57,4800.0
2025 05 11 17 41 38 +0200, 189 391 22.564339 1 0,50.0,0.3293444444444445,14.07,14.07,4800.0
2025 05 11 17 41 44 +0200, 182 377 21.756170 1 0,50.0,0.3293444444444445,13.95,13.95,4800.0
2025 05 11 17 41 50 +0200, 190 394 22.737507 1 0,50.0,0.3293444444444445,14.1,14.1,4800.0
2025 05 11 17 41 56 +0200, 176 363 20.948044 1 0,50.0,0.3293444444444445,13.98,13.98,4800.0
2025 05 11 17 42 03 +0200, 198 408 23.545719 1 0,50.0,0.3293444444444445,13.94,13.94,4800.0
2025 05 11 17 42 09 +0200, 203 420 24.238441 1 0,50.0,0.3293444444444445,14.09,14.09,4800.0
2025 05 11 17 42 15 +0200, 201 414 23.892090 1 0,50.0,0.3293444444444445,14.13,14.13,4800.0
2025 05 11 17 42 21 +0200, 203 422 24.353876 1 0,50.0,0.3293444444444445,14.19,14.19,4800.0
2025 05 11 17 42 27 +0200, 194 401 23.141611 1 0,50.0,0.3293444444444445,14.14,14.14,4800.0
2025 05 11 17 42 33 +0200, 204 419 24.180750 1 0,50.0,0.3293444444444445,14.18,14.18,4800.0
2025 05 11 17 42 39 +0200, 193 398 22.968439 1 0,50.0,0.3293444444444445,13.81,13.81,4800.0
2025 05 11 17 42 45 +0200, 199 413 23.834326 1 0,50.0,0.3293444444444445,14.13,14.13,4800.0
2025 05 11 17 42 51 +0200, 210 435 25.104380 1 0,50.0,0.3293444444444445,14.06,14.06,4800.0
2025 05 11 17 42 57 +0200, 200 413 23.834349 1 0,50.0,0.3293444444444445,13.75,13.75,4800.0
2025 05 11 17 43 04 +0200, 200 413 23.834349 1 0,50.0,0.3293444444444445,13.94,13.94,4800.0
2025 05 11 17 43 10 +0200, 170 349 20.139933 1 0,50.0,0.3293444444444445,14.16,14.16,4800.0
2025 05 11 17 43 16 +0200, 202 415 23.949831 1 0,50.0,0.3293444444444445,13.89,13.89,4800.0
2025 05 11 17 43 22 +0200, 176 363 20.948044 1 0,50.0,0.3293444444444445,13.97,13.97,4800.0
2025 05 11 17 43 28 +0200, 168 347 20.024466 1 0,50.0,0.3293444444444445,13.94,13.94,4800.0
2025 05 11 17 43 34 +0200, 175 359 20.717167 1 0,50.0,0.3293444444444445,13.84,13.84,4800.0
2025 05 11 17 43 40 +0200, 192 392 22.622122 1 0,50.0,0.3293444444444445,13.9,13.9,4800.0
2025 05 11 17 43 46 +0200, 164 337 19.447260 1 0,50.0,0.3293444444444445,14.19,14.19,4800.0
2025 05 11 17 43 52 +0200, 179 368 21.236677 1 0,50.0,0.3293444444444445,14.01,14.01,4800.0
2025 05 11 17 43 58 +0200, 222 458 26.432222 1 0,50.0,0.3293444444444445,14.03,14.03,4800.0
2025 05 11 17 44 05 +0200, 185 382 22.044813 1 0,50.0,0.3293444444444445,14.03,14.03,4800.0
2025 05 11 17 44 11 +0200, 226 465 26.836367 1 0,50.0,0.3293444444444445,14.02,14.02,4800.0
2025 05 11 17 44 17 +0200, 191 394 22.737528 1 0,50.0,0.3293444444444445,13.92,13.92,4800.0
2025 05 11 17 44 23 +0200, 204 421 24.296183 1 0,50.0,0.3293444444444445,13.98,13.98,4800.0
2025 05 11 17 44 29 +0200, 201 416 24.007524 1 0,50.0,0.3293444444444445,13.94,13.94,4800.0
2025 05 11 17 44 35 +0200, 196 404 23.314806 1 0,50.0,0.3293444444444445,14.06,14.06,4800.0
2025 05 11 17 44 41 +0200, 178 369 21.294369 1 0,50.0,0.3293444444444445,14.3,14.3,4800.0
2025 05 11 17 44 47 +0200, 193 400 23.083870 1 0,50.0,0.3293444444444445,14.15,14.15,4800.0
2025 05 11 17 44 53 +0200, 170 352 20.313070 1 0,50.0,0.3293444444444445,13.7,13.7,4800.0
2025 05 11 17 44 59 +0200, 179 369 21.294390 1 0,50.0,0.3293444444444445,14.19,14.19,4800.0
2025 05 11 17 45 06 +0200, 170 348 20.082220 1 0,50.0,0.3293444444444445,13.8,13.8,4800.0
2025 05 11 17 45 12 +0200, 175 360 20.774881 1 0,50.0,0.3293444444444445,14.04,14.04,4800.0
2025 05 11 17 45 18 +0200, 180 368 21.236698 1 0,50.0,0.3293444444444445,14.11,14.11,4800.0
2025 05 11 17 45 24 +0200, 178 366 21.121227 1 0,50.0,0.3293444444444445,14.06,14.06,4800.0
2025 05 11 17 45 30 +0200, 169 351 20.255339 1 0,50.0,0.3293444444444445,13.89,13.89,4800.0
2025 05 11 17 45 36 +0200, 182 377 21.756170 1 0,50.0,0.3293444444444445,14.14,14.14,4800.0
2025 05 11 17 45 42 +0200, 170 353 20.370783 1 0,50.0,0.3293444444444445,14.07,14.07,4800.0
2025 05 11 17 45 48 +0200, 179 366 21.121248 1 0,50.0,0.3293444444444445,13.84,13.84,4800.0
2025 05 11 17 45 54 +0200, 174 359 20.717146 1 0,50.0,0.3293444444444445,14.1,14.1,4800.0
2025 05 11 17 46 00 +0200, 165 340 19.620417 1 0,50.0,0.3293444444444445,13.62,13.62,4800.0
2025 05 11 17 46 07 +0200, 203 418 24.123007 1 0,50.0,0.3293444444444445,13.77,13.77,4800.0
2025 05 11 17 46 13 +0200, 196 406 23.430237 1 0,50.0,0.3293444444444445,14.14,14.14,4800.0
2025 05 11 17 46 19 +0200, 202 418 24.122982 1 0,50.0,0.3293444444444445,13.91,13.91,4800.0
2025 05 11 17 46 25 +0200, 191 392 22.622099 1 0,50.0,0.3293444444444445,14.04,14.04,4800.0
2025 05 11 17 46 31 +0200, 179 367 21.178963 1 0,50.0,0.3293444444444445,13.8,13.8,4800.0
2025 05 11 17 46 37 +0200, 204 423 24.411617 1 0,50.0,0.3293444444444445,14.14,14.14,4800.0
2025 05 11 17 46 43 +0200, 192 396 22.852983 1 0,50.0,0.3293444444444445,14.15,14.15,4800.0
2025 05 11 17 46 49 +0200, 162 332 19.158661 1 0,50.0,0.3293444444444445,13.7,13.7,4800.0
2025 05 11 17 46 55 +0200, 199 411 23.718893 1 0,50.0,0.3293444444444445,14.02,14.02,4800.0
2025 05 11 17 47 01 +0200, 195 399 23.026201 1 0,50.0,0.3293444444444445,14.05,14.05,4800.0
2025 05 11 17 47 08 +0200, 202 416 24.007549 1 0,50.0,0.3293444444444445,14.17,14.17,4800.0
2025 05 11 17 47 14 +0200, 192 399 23.026133 1 0,50.0,0.3293444444444445,13.9,13.9,4800.0
2025 05 11 17 47 20 +0200, 203 419 24.180725 1 0,50.0,0.3293444444444445,13.87,13.87,4800.0
2025 05 11 17 47 26 +0200, 182 376 21.698458 1 0,50.0,0.3293444444444445,14.26,14.26,4800.0
2025 05 11 17 47 32 +0200, 197 409 23.603411 1 0,50.0,0.3293444444444445,13.59,13.59,4800.0
2025 05 11 17 47 38 +0200, 211 437 25.219839 1 0,50.0,0.3293444444444445,13.95,13.95,4800.0
2025 05 11 17 47 44 +0200, 183 381 21.987051 1 0,50.0,0.3293444444444445,14.17,14.17,4800.0
2025 05 11 17 47 50 +0200, 194 401 23.141611 1 0,50.0,0.3293444444444445,13.87,13.87,4800.0
2025 05 11 17 47 56 +0200, 181 375 21.640720 1 0,50.0,0.3293444444444445,14.19,14.19,4800.0
2025 05 11 17 48 02 +0200, 200 416 24.007500 1 0,50.0,0.3293444444444445,14.02,14.02,4800.0
2025 05 11 17 48 09 +0200, 185 381 21.987097 1 0,50.0,0.3293444444444445,14.06,14.06,4800.0
2025 05 11 17 48 15 +0200, 189 387 22.333475 1 0,50.0,0.3293444444444445,14.15,14.15,4800.0
2025 05 11 17 48 21 +0200, 209 432 24.931200 1 0,50.0,0.3293444444444445,14.2,14.2,4800.0
2025 05 11 17 48 27 +0200, 188 389 22.448885 1 0,50.0,0.3293444444444445,14.02,14.02,4800.0
2025 05 11 17 48 33 +0200, 194 400 23.083895 1 0,50.0,0.3293444444444445,14.25,14.25,4800.0
2025 05 11 17 48 39 +0200, 193 397 22.910723 1 0,50.0,0.3293444444444445,14.1,14.1,4800.0
2025 05 11 17 48 45 +0200, 198 405 23.372568 1 0,50.0,0.3293444444444445,14,14,4800.0
2025 05 11 17 48 51 +0200, 194 400 23.083895 1 0,50.0,0.3293444444444445,13.99,13.99,4800.0
2025 05 11 17 48 57 +0200, 193 398 22.968439 1 0,50.0,0.3293444444444445,14.06,14.06,4800.0
2025 05 11 17 49 03 +0200, 185 382 22.044813 1 0,50.0,0.3293444444444445,14.11,14.11,4800.0
2025 05 11 17 49 10 +0200, 186 382 22.044834 1 0,50.0,0.3293444444444445,13.69,13.69,4800.0
2025 05 11 17 49 16 +0200, 196 405 23.372522 1 0,50.0,0.3293444444444445,14.08,14.08,4800.0
2025 05 11 17 49 22 +0200, 182 374 21.583027 1 0,50.0,0.3293444444444445,14.32,14.32,4800.0
2025 05 11 17 49 28 +0200, 204 420 24.238466 1 0,50.0,0.3293444444444445,13.77,13.77,4800.0
2025 05 11 17 49 34 +0200, 199 411 23.718893 1 0,50.0,0.3293444444444445,13.91,13.91,4800.0
2025 05 11 17 49 40 +0200, 172 354 20.428539 1 0,50.0,0.3293444444444445,13.99,13.99,4800.0
2025 05 11 17 49 48 +0200, 176 363 20.948044 1 0,100.0,0.6826,13.98,13.98,4800.0
2025 05 11 17 49 54 +0200, 167 341 19.678169 1 0,100.0,0.6826,14.1,14.1,4800.0
2025 05 11 17 50 01 +0200, 158 325 18.754602 1 0,100.0,0.6826,13.93,13.93,4800.0
2025 05 11 17 50 07 +0200, 165 336 19.389568 1 0,100.0,0.6826,14.12,14.12,4800.0
2025 05 11 17 50 13 +0200, 149 305 17.600218 1 0,100.0,0.6826,14.1,14.1,4800.0
2025 05 11 17 50 19 +0200, 166 339 19.562725 1 0,100.0,0.6826,13.83,13.83,4800.0
2025 05 11 17 50 25 +0200, 161 329 18.985504 1 0,100.0,0.6826,13.68,13.68,4800.0
2025 05 11 17 50 31 +0200, 156 318 18.350584 1 0,100.0,0.6826,13.92,13.92,4800.0
2025 05 11 17 50 37 +0200, 161 328 18.927794 1 0,100.0,0.6826,13.9,13.9,4800.0
2025 05 11 17 50 43 +0200, 181 370 21.352150 1 0,100.0,0.6826,14.06,14.06,4800.0
2025 05 11 17 50 49 +0200, 147 304 17.542471 1 0,100.0,0.6826,14.07,14.07,4800.0
2025 05 11 17 50 55 +0200, 167 341 19.678169 1 0,100.0,0.6826,14.08,14.08,4800.0
2025 05 11 17 51 02 +0200, 160 330 19.043198 1 0,100.0,0.6826,13.95,13.95,4800.0
2025 05 11 17 51 08 +0200, 160 327 18.870064 1 0,100.0,0.6826,14.07,14.07,4800.0
2025 05 11 17 51 14 +0200, 172 352 20.313112 1 0,100.0,0.6826,13.93,13.93,4800.0
2025 05 11 17 51 20 +0200, 170 348 20.082220 1 0,100.0,0.6826,14.01,14.01,4800.0
2025 05 11 17 51 26 +0200, 183 374 21.583050 1 0,100.0,0.6826,14.2,14.2,4800.0
2025 05 11 17 51 32 +0200, 177 362 20.890350 1 0,100.0,0.6826,13.98,13.98,4800.0
2025 05 11 17 51 38 +0200, 167 340 19.620457 1 0,100.0,0.6826,14.03,14.03,4800.0
2025 05 11 17 51 44 +0200, 172 351 20.255400 1 0,100.0,0.6826,13.86,13.86,4800.0
2025 05 11 17 51 50 +0200, 168 341 19.678188 1 0,100.0,0.6826,14.07,14.07,4800.0
2025 05 11 17 51 56 +0200, 183 373 21.525335 1 0,100.0,0.6826,13.8,13.8,4800.0
2025 05 11 17 52 03 +0200, 172 352 20.313112 1 0,100.0,0.6826,13.85,13.85,4800.0
2025 05 11 17 52 09 +0200, 186 381 21.987118 1 0,100.0,0.6826,14.06,14.06,4800.0
2025 05 11 17 52 15 +0200, 164 338 19.504972 1 0,100.0,0.6826,14,14,4800.0
2025 05 11 17 52 21 +0200, 172 349 20.139973 1 0,100.0,0.6826,14.25,14.25,4800.0
2025 05 11 17 52 27 +0200, 158 324 18.696890 1 0,100.0,0.6826,14.24,14.24,4800.0
2025 05 11 17 52 33 +0200, 168 345 19.909040 1 0,100.0,0.6826,14.22,14.22,4800.0
2025 05 11 17 52 39 +0200, 167 341 19.678169 1 0,100.0,0.6826,13.75,13.75,4800.0
2025 05 11 17 52 45 +0200, 145 294 16.965336 1 0,100.0,0.6826,14.16,14.16,4800.0
2025 05 11 17 52 51 +0200, 162 333 19.216373 1 0,100.0,0.6826,14.06,14.06,4800.0
2025 05 11 17 52 57 +0200, 186 380 21.929403 1 0,100.0,0.6826,14.14,14.14,4800.0
2025 05 11 17 53 04 +0200, 155 318 18.350565 1 0,100.0,0.6826,13.95,13.95,4800.0
2025 05 11 17 53 10 +0200, 168 344 19.851328 1 0,100.0,0.6826,14.11,14.11,4800.0
2025 05 11 17 53 16 +0200, 174 354 20.428579 1 0,100.0,0.6826,14.27,14.27,4800.0
2025 05 11 17 53 22 +0200, 166 340 19.620438 1 0,100.0,0.6826,14.07,14.07,4800.0
2025 05 11 17 53 28 +0200, 171 347 20.024525 1 0,100.0,0.6826,13.77,13.77,4800.0
2025 05 11 17 53 34 +0200, 176 359 20.717188 1 0,100.0,0.6826,13.78,13.78,4800.0
2025 05 11 17 53 40 +0200, 165 337 19.447279 1 0,100.0,0.6826,14.14,14.14,4800.0
2025 05 11 17 53 46 +0200, 166 339 19.562725 1 0,100.0,0.6826,13.9,13.9,4800.0
2025 05 11 17 53 52 +0200, 165 339 19.562704 1 0,100.0,0.6826,14.08,14.08,4800.0
2025 05 11 17 53 58 +0200, 172 351 20.255400 1 0,100.0,0.6826,14.2,14.2,4800.0
2025 05 11 17 54 05 +0200, 183 376 21.698479 1 0,100.0,0.6826,14.19,14.19,4800.0
2025 05 11 17 54 11 +0200, 166 339 19.562725 1 0,100.0,0.6826,13.86,13.86,4800.0
2025 05 11 17 54 17 +0200, 178 365 21.063513 1 0,100.0,0.6826,13.62,13.62,4800.0
2025 05 11 17 54 23 +0200, 167 343 19.793594 1 0,100.0,0.6826,14.07,14.07,4800.0
2025 05 11 17 54 29 +0200, 169 347 20.024485 1 0,100.0,0.6826,14.29,14.29,4800.0
2025 05 11 17 54 35 +0200, 162 331 19.100948 1 0,100.0,0.6826,13.92,13.92,4800.0
2025 05 11 17 54 41 +0200, 161 329 18.985504 1 0,100.0,0.6826,14.16,14.16,4800.0
2025 05 11 17 54 47 +0200, 154 314 18.119705 1 0,100.0,0.6826,13.87,13.87,4800.0
2025 05 11 17 54 53 +0200, 162 331 19.100948 1 0,100.0,0.6826,14.13,14.13,4800.0
2025 05 11 17 54 59 +0200, 150 305 17.600235 1 0,100.0,0.6826,14.05,14.05,4800.0
2025 05 11 17 55 06 +0200, 154 314 18.119705 1 0,100.0,0.6826,14.04,14.04,4800.0
2025 05 11 17 55 12 +0200, 154 314 18.119705 1 0,100.0,0.6826,14.27,14.27,4800.0
2025 05 11 17 55 18 +0200, 156 316 18.235161 1 0,100.0,0.6826,14,14,4800.0
2025 05 11 17 55 24 +0200, 160 325 18.754639 1 0,100.0,0.6826,13.96,13.96,4800.0
2025 05 11 17 55 30 +0200, 177 363 20.948065 1 0,100.0,0.6826,13.7,13.7,4800.0
2025 05 11 17 55 36 +0200, 160 326 18.812349 1 0,100.0,0.6826,14.26,14.26,4800.0
2025 05 11 17 55 42 +0200, 156 320 18.466007 1 0,100.0,0.6826,13.99,13.99,4800.0
2025 05 11 17 55 48 +0200, 168 343 19.793615 1 0,100.0,0.6826,14.3,14.3,4800.0
2025 05 11 17 55 54 +0200, 169 342 19.735922 1 0,100.0,0.6826,14.18,14.18,4800.0
2025 05 11 17 56 00 +0200, 159 326 18.812332 1 0,100.0,0.6826,14.23,14.23,4800.0
2025 05 11 17 56 07 +0200, 160 328 18.927774 1 0,100.0,0.6826,14.1,14.1,4800.0
2025 05 11 17 56 13 +0200, 170 351 20.255358 1 0,100.0,0.6826,13.91,13.91,4800.0
2025 05 11 17 56 19 +0200, 184 376 21.698502 1 0,100.0,0.6826,14.1,14.1,4800.0
2025 05 11 17 56 25 +0200, 166 338 19.505011 1 0,100.0,0.6826,14.03,14.03,4800.0
2025 05 11 17 56 31 +0200, 162 331 19.100948 1 0,100.0,0.6826,14.21,14.21,4800.0
2025 05 11 17 56 37 +0200, 152 312 18.004246 1 0,100.0,0.6826,14.13,14.13,4800.0
2025 05 11 17 56 43 +0200, 156 320 18.466007 1 0,100.0,0.6826,14.16,14.16,4800.0
2025 05 11 17 56 49 +0200, 167 339 19.562744 1 0,100.0,0.6826,14.24,14.24,4800.0
2025 05 11 17 56 55 +0200, 167 341 19.678169 1 0,100.0,0.6826,14.08,14.08,4800.0
2025 05 11 17 57 01 +0200, 176 359 20.717188 1 0,100.0,0.6826,14.03,14.03,4800.0
2025 05 11 17 57 07 +0200, 160 326 18.812349 1 0,100.0,0.6826,13.88,13.88,4800.0
2025 05 11 17 57 14 +0200, 168 346 19.966753 1 0,100.0,0.6826,14.18,14.18,4800.0
2025 05 11 17 57 20 +0200, 167 341 19.678169 1 0,100.0,0.6826,14.05,14.05,4800.0
2025 05 11 17 57 26 +0200, 149 302 17.427086 1 0,100.0,0.6826,14.15,14.15,4800.0
2025 05 11 17 57 32 +0200, 175 357 20.601742 1 0,100.0,0.6826,14.01,14.01,4800.0
2025 05 11 17 57 38 +0200, 160 329 18.985485 1 0,100.0,0.6826,14.08,14.08,4800.0
2025 05 11 17 57 44 +0200, 177 361 20.832638 1 0,100.0,0.6826,14.01,14.01,4800.0
2025 05 11 17 57 50 +0200, 171 348 20.082239 1 0,100.0,0.6826,14.02,14.02,4800.0
2025 05 11 17 57 56 +0200, 161 330 19.043219 1 0,100.0,0.6826,14.25,14.25,4800.0
2025 05 11 17 58 02 +0200, 175 359 20.717167 1 0,100.0,0.6826,13.93,13.93,4800.0
2025 05 11 17 58 08 +0200, 167 341 19.678169 1 0,100.0,0.6826,13.96,13.96,4800.0
2025 05 11 17 58 15 +0200, 173 355 20.486273 1 0,100.0,0.6826,13.85,13.85,4800.0
2025 05 11 17 58 21 +0200, 193 392 22.622145 1 0,100.0,0.6826,14.08,14.08,4800.0
2025 05 11 17 58 27 +0200, 167 341 19.678169 1 0,100.0,0.6826,14.39,14.39,4800.0
2025 05 11 17 58 33 +0200, 161 328 18.927794 1 0,100.0,0.6826,14.18,14.18,4800.0
2025 05 11 17 58 39 +0200, 174 354 20.428579 1 0,100.0,0.6826,14,14,4800.0
2025 05 11 17 58 45 +0200, 156 317 18.292873 1 0,100.0,0.6826,14.09,14.09,4800.0
2025 05 11 17 58 51 +0200, 160 326 18.812349 1 0,100.0,0.6826,13.97,13.97,4800.0
2025 05 11 17 58 57 +0200, 160 324 18.696928 1 0,100.0,0.6826,14.01,14.01,4800.0
2025 05 11 17 59 03 +0200, 155 316 18.235144 1 0,100.0,0.6826,13.97,13.97,4800.0
2025 05 11 17 59 09 +0200, 174 357 20.601721 1 0,100.0,0.6826,14.15,14.15,4800.0
2025 05 11 17 59 16 +0200, 165 340 19.620417 1 0,100.0,0.6826,14.12,14.12,4800.0
2025 05 11 17 59 22 +0200, 171 349 20.139952 1 0,100.0,0.6826,14.19,14.19,4800.0
2025 05 11 17 59 28 +0200, 156 318 18.350584 1 0,100.0,0.6826,14.09,14.09,4800.0
2025 05 11 17 59 34 +0200, 163 334 19.274105 1 0,100.0,0.6826,14.05,14.05,4800.0
2025 05 11 17 59 40 +0200, 156 319 18.408295 1 0,100.0,0.6826,14.13,14.13,4800.0
2025 05 11 17 59 46 +0200, 155 317 18.292854 1 0,100.0,0.6826,14.09,14.09,4800.0
2025 05 11 17 59 54 +0200, 178 363 20.948084 1 0,0.0,0.03434,14.04,14.04,4800.0
2025 05 11 18 00 00 +0200, 257 532 30.704630 1 0,0.0,0.03434,14.08,14.08,4800.0
2025 05 11 18 00 07 +0200, 115 241 13.906339 1 0,0.0,0.03434,14.07,14.07,4800.0
2025 05 11 18 00 13 +0200, 113 237 13.675486 1 0,0.0,0.03434,14.14,14.14,4800.0
2025 05 11 18 00 19 +0200, 118 248 14.310328 1 0,0.0,0.03434,14.13,14.13,4800.0
2025 05 11 18 00 25 +0200, 101 209 12.059579 1 0,0.0,0.03434,14.04,14.04,4800.0
